AÑO,MES,ESTACION,CALIDAD_AIRE,CCAA,PROVINCIA,PORCENTAJE_CALIDAD_AIRE
2022,2,Alcalá de henares,Buena,Comunidad de Madrid,Madrid,19.18
2022,2,Alcalá de henares,Razonablemente buena,Comunidad de Madrid,Madrid,71.45
2022,2,Alcalá de henares,Regular,Comunidad de Madrid,Madrid,9.37
2022,2,Alcobendas,Buena,Comunidad de Madrid,Madrid,16.82
2022,2,Alcobendas,Razonablemente buena,Comunidad de Madrid,Madrid,77.98
2022,2,Alcobendas,Regular,Comunidad de Madrid,Madrid,5.21
2022,2,Alcorcón,Buena,Comunidad de Madrid,Madrid,17.71
2022,2,Alcorcón,Desfavorable,Comunidad de Madrid,Madrid,0.3
2022,2,Alcorcón,Razonablemente buena,Comunidad de Madrid,Madrid,77.08
2022,2,Alcorcón,Regular,Comunidad de Madrid,Madrid,4.91
2022,2,Algete,Buena,Comunidad de Madrid,Madrid,7.14
2022,2,Algete,Razonablemente buena,Comunidad de Madrid,Madrid,88.69
2022,2,Algete,Regular,Comunidad de Madrid,Madrid,4.17
2022,2,Aranjuez,Buena,Comunidad de Madrid,Madrid,25.89
2022,2,Aranjuez,Desfavorable,Comunidad de Madrid,Madrid,4.76
2022,2,Aranjuez,Razonablemente buena,Comunidad de Madrid,Madrid,61.9
2022,2,Aranjuez,Regular,Comunidad de Madrid,Madrid,7.44
2022,2,Arganda del rey,Buena,Comunidad de Madrid,Madrid,15.03
2022,2,Arganda del rey,Desfavorable,Comunidad de Madrid,Madrid,2.08
2022,2,Arganda del rey,Razonablemente buena,Comunidad de Madrid,Madrid,73.81
2022,2,Arganda del rey,Regular,Comunidad de Madrid,Madrid,9.08
2022,2,Arturo soria,Buena,Comunidad de Madrid,Madrid,34.67
2022,2,Arturo soria,Desfavorable,Comunidad de Madrid,Madrid,1.04
2022,2,Arturo soria,Razonablemente buena,Comunidad de Madrid,Madrid,58.18
2022,2,Arturo soria,Regular,Comunidad de Madrid,Madrid,6.1
2022,2,Barajas - pueblo,Buena,Comunidad de Madrid,Madrid,34.82
2022,2,Barajas - pueblo,Desfavorable,Comunidad de Madrid,Madrid,0.45
2022,2,Barajas - pueblo,Razonablemente buena,Comunidad de Madrid,Madrid,58.93
2022,2,Barajas - pueblo,Regular,Comunidad de Madrid,Madrid,5.8
2022,2,Barrio del pilar,Buena,Comunidad de Madrid,Madrid,24.7
2022,2,Barrio del pilar,Desfavorable,Comunidad de Madrid,Madrid,1.93
2022,2,Barrio del pilar,Razonablemente buena,Comunidad de Madrid,Madrid,67.71
2022,2,Barrio del pilar,Regular,Comunidad de Madrid,Madrid,5.65
2022,2,Casa de campo,Buena,Comunidad de Madrid,Madrid,19.94
2022,2,Casa de campo,Razonablemente buena,Comunidad de Madrid,Madrid,73.66
2022,2,Casa de campo,Regular,Comunidad de Madrid,Madrid,6.4
2022,2,Castellana,Buena,Comunidad de Madrid,Madrid,44.38
2022,2,Castellana,Desfavorable,Comunidad de Madrid,Madrid,0.62
2022,2,Castellana,Razonablemente buena,Comunidad de Madrid,Madrid,48.07
2022,2,Castellana,Regular,Comunidad de Madrid,Madrid,6.93
2022,2,Collado villalba,Buena,Comunidad de Madrid,Madrid,9.67
2022,2,Collado villalba,Desfavorable,Comunidad de Madrid,Madrid,1.21
2022,2,Collado villalba,Razonablemente buena,Comunidad de Madrid,Madrid,80.36
2022,2,Collado villalba,Regular,Comunidad de Madrid,Madrid,8.76
2022,2,Colmenar viejo,Buena,Comunidad de Madrid,Madrid,27.53
2022,2,Colmenar viejo,Desfavorable,Comunidad de Madrid,Madrid,3.13
2022,2,Colmenar viejo,Razonablemente buena,Comunidad de Madrid,Madrid,63.24
2022,2,Colmenar viejo,Regular,Comunidad de Madrid,Madrid,6.1
2022,2,Coslada,Buena,Comunidad de Madrid,Madrid,12.8
2022,2,Coslada,Desfavorable,Comunidad de Madrid,Madrid,10.12
2022,2,Coslada,Razonablemente buena,Comunidad de Madrid,Madrid,62.2
2022,2,Coslada,Regular,Comunidad de Madrid,Madrid,14.88
2022,2,Cuatro caminos-pablo iglesias,Buena,Comunidad de Madrid,Madrid,39.58
2022,2,Cuatro caminos-pablo iglesias,Desfavorable,Comunidad de Madrid,Madrid,1.19
2022,2,Cuatro caminos-pablo iglesias,Razonablemente buena,Comunidad de Madrid,Madrid,54.32
2022,2,Cuatro caminos-pablo iglesias,Regular,Comunidad de Madrid,Madrid,4.91
2022,2,El atazar,Razonablemente buena,Comunidad de Madrid,Madrid,100
2022,2,El pardo,Buena,Comunidad de Madrid,Madrid,56.99
2022,2,El pardo,Razonablemente buena,Comunidad de Madrid,Madrid,43.01
2022,2,Ensanche de vallecas,Buena,Comunidad de Madrid,Madrid,31.4
2022,2,Ensanche de vallecas,Desfavorable,Comunidad de Madrid,Madrid,2.53
2022,2,Ensanche de vallecas,Razonablemente buena,Comunidad de Madrid,Madrid,59.52
2022,2,Ensanche de vallecas,Regular,Comunidad de Madrid,Madrid,6.55
2022,2,Escuelas aguirre,Buena,Comunidad de Madrid,Madrid,15.53
2022,2,Escuelas aguirre,Desfavorable,Comunidad de Madrid,Madrid,0.16
2022,2,Escuelas aguirre,Razonablemente buena,Comunidad de Madrid,Madrid,77.17
2022,2,Escuelas aguirre,Regular,Comunidad de Madrid,Madrid,7.14
2022,2,Farolillo,Buena,Comunidad de Madrid,Madrid,20.09
2022,2,Farolillo,Desfavorable,Comunidad de Madrid,Madrid,0.6
2022,2,Farolillo,Razonablemente buena,Comunidad de Madrid,Madrid,75
2022,2,Farolillo,Regular,Comunidad de Madrid,Madrid,4.32
2022,2,Fuenlabrada,Buena,Comunidad de Madrid,Madrid,18.15
2022,2,Fuenlabrada,Desfavorable,Comunidad de Madrid,Madrid,1.49
2022,2,Fuenlabrada,Razonablemente buena,Comunidad de Madrid,Madrid,74.85
2022,2,Fuenlabrada,Regular,Comunidad de Madrid,Madrid,5.51
2022,2,Getafe,Buena,Comunidad de Madrid,Madrid,12.95
2022,2,Getafe,Desfavorable,Comunidad de Madrid,Madrid,5.95
2022,2,Getafe,Razonablemente buena,Comunidad de Madrid,Madrid,57.14
2022,2,Getafe,Regular,Comunidad de Madrid,Madrid,23.96
2022,2,Guadalix de la sierra,Buena,Comunidad de Madrid,Madrid,42.96
2022,2,Guadalix de la sierra,Razonablemente buena,Comunidad de Madrid,Madrid,53.29
2022,2,Guadalix de la sierra,Regular,Comunidad de Madrid,Madrid,3.74
2022,2,Juan carlos i,Buena,Comunidad de Madrid,Madrid,37.5
2022,2,Juan carlos i,Desfavorable,Comunidad de Madrid,Madrid,0.6
2022,2,Juan carlos i,Razonablemente buena,Comunidad de Madrid,Madrid,56.55
2022,2,Juan carlos i,Regular,Comunidad de Madrid,Madrid,5.36
2022,2,Leganés,Buena,Comunidad de Madrid,Madrid,12.65
2022,2,Leganés,Desfavorable,Comunidad de Madrid,Madrid,5.36
2022,2,Leganés,Razonablemente buena,Comunidad de Madrid,Madrid,58.48
2022,2,Leganés,Regular,Comunidad de Madrid,Madrid,23.51
2022,2,Majadahonda,Buena,Comunidad de Madrid,Madrid,40.03
2022,2,Majadahonda,Desfavorable,Comunidad de Madrid,Madrid,0.15
2022,2,Majadahonda,Razonablemente buena,Comunidad de Madrid,Madrid,54.76
2022,2,Majadahonda,Regular,Comunidad de Madrid,Madrid,5.06
2022,2,Mendez alvaro,Buena,Comunidad de Madrid,Madrid,45.24
2022,2,Mendez alvaro,Desfavorable,Comunidad de Madrid,Madrid,0.3
2022,2,Mendez alvaro,Razonablemente buena,Comunidad de Madrid,Madrid,50
2022,2,Mendez alvaro,Regular,Comunidad de Madrid,Madrid,4.46
2022,2,Moratalaz,Buena,Comunidad de Madrid,Madrid,36.13
2022,2,Moratalaz,Desfavorable,Comunidad de Madrid,Madrid,3.9
2022,2,Moratalaz,Razonablemente buena,Comunidad de Madrid,Madrid,46.78
2022,2,Moratalaz,Regular,Comunidad de Madrid,Madrid,13.19
2022,2,Móstoles,Buena,Comunidad de Madrid,Madrid,14.67
2022,2,Móstoles,Desfavorable,Comunidad de Madrid,Madrid,2.12
2022,2,Móstoles,Razonablemente buena,Comunidad de Madrid,Madrid,75.64
2022,2,Móstoles,Regular,Comunidad de Madrid,Madrid,7.56
2022,2,Orusco de tajuña,Buena,Comunidad de Madrid,Madrid,7.11
2022,2,Orusco de tajuña,Razonablemente buena,Comunidad de Madrid,Madrid,92.89
2022,2,Plaza castilla-canal,Buena,Comunidad de Madrid,Madrid,34.67
2022,2,Plaza castilla-canal,Desfavorable,Comunidad de Madrid,Madrid,0.3
2022,2,Plaza castilla-canal,Razonablemente buena,Comunidad de Madrid,Madrid,50
2022,2,Plaza castilla-canal,Regular,Comunidad de Madrid,Madrid,15.03
2022,2,Plaza del carmen,Buena,Comunidad de Madrid,Madrid,15.09
2022,2,Plaza del carmen,Razonablemente buena,Comunidad de Madrid,Madrid,81.25
2022,2,Plaza del carmen,Regular,Comunidad de Madrid,Madrid,3.66
2022,2,Plaza elíptica,Buena,Comunidad de Madrid,Madrid,15.92
2022,2,Plaza elíptica,Desfavorable,Comunidad de Madrid,Madrid,1.04
2022,2,Plaza elíptica,Razonablemente buena,Comunidad de Madrid,Madrid,75.45
2022,2,Plaza elíptica,Regular,Comunidad de Madrid,Madrid,7.59
2022,2,Puente de vallecas,Buena,Comunidad de Madrid,Madrid,34.08
2022,2,Puente de vallecas,Desfavorable,Comunidad de Madrid,Madrid,4.61
2022,2,Puente de vallecas,Razonablemente buena,Comunidad de Madrid,Madrid,48.66
2022,2,Puente de vallecas,Regular,Comunidad de Madrid,Madrid,12.65
2022,2,Puerto de cotos,Buena,Comunidad de Madrid,Madrid,0.45
2022,2,Puerto de cotos,Desfavorable,Comunidad de Madrid,Madrid,6.56
2022,2,Puerto de cotos,Razonablemente buena,Comunidad de Madrid,Madrid,87.03
2022,2,Puerto de cotos,Regular,Comunidad de Madrid,Madrid,5.96
2022,2,Ramón y cajal,Buena,Comunidad de Madrid,Madrid,54.46
2022,2,Ramón y cajal,Desfavorable,Comunidad de Madrid,Madrid,1.79
2022,2,Ramón y cajal,Razonablemente buena,Comunidad de Madrid,Madrid,37.35
2022,2,Ramón y cajal,Regular,Comunidad de Madrid,Madrid,6.4
2022,2,Retiro,Buena,Comunidad de Madrid,Madrid,46.88
2022,2,Retiro,Razonablemente buena,Comunidad de Madrid,Madrid,50.89
2022,2,Retiro,Regular,Comunidad de Madrid,Madrid,2.23
2022,2,Rivas-vaciamadrid,Buena,Comunidad de Madrid,Madrid,16.52
2022,2,Rivas-vaciamadrid,Desfavorable,Comunidad de Madrid,Madrid,3.72
2022,2,Rivas-vaciamadrid,Razonablemente buena,Comunidad de Madrid,Madrid,65.18
2022,2,Rivas-vaciamadrid,Regular,Comunidad de Madrid,Madrid,14.58
2022,2,San martin de valdeiglesias,Buena,Comunidad de Madrid,Madrid,11.34
2022,2,San martin de valdeiglesias,Desfavorable,Comunidad de Madrid,Madrid,2.24
2022,2,San martin de valdeiglesias,Razonablemente buena,Comunidad de Madrid,Madrid,83.13
2022,2,San martin de valdeiglesias,Regular,Comunidad de Madrid,Madrid,3.28
2022,2,Sanchinarro,Buena,Comunidad de Madrid,Madrid,48.21
2022,2,Sanchinarro,Desfavorable,Comunidad de Madrid,Madrid,1.34
2022,2,Sanchinarro,Razonablemente buena,Comunidad de Madrid,Madrid,39.58
2022,2,Sanchinarro,Regular,Comunidad de Madrid,Madrid,10.86
2022,2,Torrejon de ardoz,Buena,Comunidad de Madrid,Madrid,16.04
2022,2,Torrejon de ardoz,Razonablemente buena,Comunidad de Madrid,Madrid,68.74
2022,2,Torrejon de ardoz,Regular,Comunidad de Madrid,Madrid,15.22
2022,2,Tres olivos,Buena,Comunidad de Madrid,Madrid,28.42
2022,2,Tres olivos,Razonablemente buena,Comunidad de Madrid,Madrid,68.75
2022,2,Tres olivos,Regular,Comunidad de Madrid,Madrid,2.83
2022,2,Urbanizacion embajada,Buena,Comunidad de Madrid,Madrid,27.53
2022,2,Urbanizacion embajada,Desfavorable,Comunidad de Madrid,Madrid,5.8
2022,2,Urbanizacion embajada,Razonablemente buena,Comunidad de Madrid,Madrid,50.89
2022,2,Urbanizacion embajada,Regular,Comunidad de Madrid,Madrid,15.77
2022,2,Valdemoro,Buena,Comunidad de Madrid,Madrid,5.8
2022,2,Valdemoro,Desfavorable,Comunidad de Madrid,Madrid,0.3
2022,2,Valdemoro,Razonablemente buena,Comunidad de Madrid,Madrid,82.89
2022,2,Valdemoro,Regular,Comunidad de Madrid,Madrid,11.01
2022,2,Villa del prado,Buena,Comunidad de Madrid,Madrid,7.34
2022,2,Villa del prado,Razonablemente buena,Comunidad de Madrid,Madrid,90.72
2022,2,Villa del prado,Regular,Comunidad de Madrid,Madrid,1.95
2022,2,Villarejo de salvanes,Buena,Comunidad de Madrid,Madrid,2.68
2022,2,Villarejo de salvanes,Desfavorable,Comunidad de Madrid,Madrid,3.72
2022,2,Villarejo de salvanes,Razonablemente buena,Comunidad de Madrid,Madrid,85.12
2022,2,Villarejo de salvanes,Regular,Comunidad de Madrid,Madrid,8.48
2022,2,Villaverde,Buena,Comunidad de Madrid,Madrid,18.01
2022,2,Villaverde,Desfavorable,Comunidad de Madrid,Madrid,5.8
2022,2,Villaverde,Razonablemente buena,Comunidad de Madrid,Madrid,63.69
2022,2,Villaverde,Regular,Comunidad de Madrid,Madrid,12.5
2022,3,Alcalá de henares,Buena,Comunidad de Madrid,Madrid,13.48
2022,3,Alcalá de henares,Desfavorable,Comunidad de Madrid,Madrid,5.91
2022,3,Alcalá de henares,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.23
2022,3,Alcalá de henares,Muy desfavorable,Comunidad de Madrid,Madrid,1.1
2022,3,Alcalá de henares,Razonablemente buena,Comunidad de Madrid,Madrid,71.25
2022,3,Alcalá de henares,Regular,Comunidad de Madrid,Madrid,3.03
2022,3,Alcobendas,Buena,Comunidad de Madrid,Madrid,11.35
2022,3,Alcobendas,Desfavorable,Comunidad de Madrid,Madrid,5.14
2022,3,Alcobendas,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.27
2022,3,Alcobendas,Muy desfavorable,Comunidad de Madrid,Madrid,0.81
2022,3,Alcobendas,Razonablemente buena,Comunidad de Madrid,Madrid,74.19
2022,3,Alcobendas,Regular,Comunidad de Madrid,Madrid,3.24
2022,3,Alcorcón,Buena,Comunidad de Madrid,Madrid,10.78
2022,3,Alcorcón,Desfavorable,Comunidad de Madrid,Madrid,2.02
2022,3,Alcorcón,Extremadamente desfavorable,Comunidad de Madrid,Madrid,2.29
2022,3,Alcorcón,Muy desfavorable,Comunidad de Madrid,Madrid,1.35
2022,3,Alcorcón,Razonablemente buena,Comunidad de Madrid,Madrid,80.86
2022,3,Alcorcón,Regular,Comunidad de Madrid,Madrid,2.7
2022,3,Algete,Buena,Comunidad de Madrid,Madrid,4.73
2022,3,Algete,Desfavorable,Comunidad de Madrid,Madrid,4.32
2022,3,Algete,Extremadamente desfavorable,Comunidad de Madrid,Madrid,0.95
2022,3,Algete,Muy desfavorable,Comunidad de Madrid,Madrid,2.7
2022,3,Algete,Razonablemente buena,Comunidad de Madrid,Madrid,82.16
2022,3,Algete,Regular,Comunidad de Madrid,Madrid,5.14
2022,3,Aranjuez,Buena,Comunidad de Madrid,Madrid,17.43
2022,3,Aranjuez,Desfavorable,Comunidad de Madrid,Madrid,9.46
2022,3,Aranjuez,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.86
2022,3,Aranjuez,Muy desfavorable,Comunidad de Madrid,Madrid,1.49
2022,3,Aranjuez,Razonablemente buena,Comunidad de Madrid,Madrid,62.3
2022,3,Aranjuez,Regular,Comunidad de Madrid,Madrid,4.46
2022,3,Arganda del rey,Buena,Comunidad de Madrid,Madrid,9.57
2022,3,Arganda del rey,Desfavorable,Comunidad de Madrid,Madrid,7.95
2022,3,Arganda del rey,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.39
2022,3,Arganda del rey,Muy desfavorable,Comunidad de Madrid,Madrid,1.35
2022,3,Arganda del rey,Razonablemente buena,Comunidad de Madrid,Madrid,74.12
2022,3,Arganda del rey,Regular,Comunidad de Madrid,Madrid,1.62
2022,3,Arturo soria,Buena,Comunidad de Madrid,Madrid,40.73
2022,3,Arturo soria,Razonablemente buena,Comunidad de Madrid,Madrid,59.27
2022,3,Barajas - pueblo,Buena,Comunidad de Madrid,Madrid,30.24
2022,3,Barajas - pueblo,Razonablemente buena,Comunidad de Madrid,Madrid,69.76
2022,3,Barrio del pilar,Buena,Comunidad de Madrid,Madrid,23.39
2022,3,Barrio del pilar,Razonablemente buena,Comunidad de Madrid,Madrid,76.34
2022,3,Barrio del pilar,Regular,Comunidad de Madrid,Madrid,0.27
2022,3,Casa de campo,Buena,Comunidad de Madrid,Madrid,13.58
2022,3,Casa de campo,Desfavorable,Comunidad de Madrid,Madrid,5.38
2022,3,Casa de campo,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.65
2022,3,Casa de campo,Muy desfavorable,Comunidad de Madrid,Madrid,1.08
2022,3,Casa de campo,Razonablemente buena,Comunidad de Madrid,Madrid,72.31
2022,3,Casa de campo,Regular,Comunidad de Madrid,Madrid,2.02
2022,3,Castellana,Buena,Comunidad de Madrid,Madrid,65.19
2022,3,Castellana,Desfavorable,Comunidad de Madrid,Madrid,1.61
2022,3,Castellana,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.03
2022,3,Castellana,Muy desfavorable,Comunidad de Madrid,Madrid,1.34
2022,3,Castellana,Razonablemente buena,Comunidad de Madrid,Madrid,24.87
2022,3,Castellana,Regular,Comunidad de Madrid,Madrid,2.96
2022,3,Collado villalba,Buena,Comunidad de Madrid,Madrid,7.92
2022,3,Collado villalba,Desfavorable,Comunidad de Madrid,Madrid,2.05
2022,3,Collado villalba,Extremadamente desfavorable,Comunidad de Madrid,Madrid,3.01
2022,3,Collado villalba,Muy desfavorable,Comunidad de Madrid,Madrid,1.64
2022,3,Collado villalba,Razonablemente buena,Comunidad de Madrid,Madrid,82.38
2022,3,Collado villalba,Regular,Comunidad de Madrid,Madrid,3.01
2022,3,Colmenar viejo,Buena,Comunidad de Madrid,Madrid,17.79
2022,3,Colmenar viejo,Desfavorable,Comunidad de Madrid,Madrid,6.6
2022,3,Colmenar viejo,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.93
2022,3,Colmenar viejo,Muy desfavorable,Comunidad de Madrid,Madrid,0.67
2022,3,Colmenar viejo,Razonablemente buena,Comunidad de Madrid,Madrid,66.98
2022,3,Colmenar viejo,Regular,Comunidad de Madrid,Madrid,2.02
2022,3,Coslada,Buena,Comunidad de Madrid,Madrid,11.99
2022,3,Coslada,Desfavorable,Comunidad de Madrid,Madrid,8.49
2022,3,Coslada,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.66
2022,3,Coslada,Muy desfavorable,Comunidad de Madrid,Madrid,0.67
2022,3,Coslada,Razonablemente buena,Comunidad de Madrid,Madrid,71.29
2022,3,Coslada,Regular,Comunidad de Madrid,Madrid,1.89
2022,3,Cuatro caminos-pablo iglesias,Buena,Comunidad de Madrid,Madrid,63.17
2022,3,Cuatro caminos-pablo iglesias,Desfavorable,Comunidad de Madrid,Madrid,1.75
2022,3,Cuatro caminos-pablo iglesias,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.3
2022,3,Cuatro caminos-pablo iglesias,Muy desfavorable,Comunidad de Madrid,Madrid,1.34
2022,3,Cuatro caminos-pablo iglesias,Razonablemente buena,Comunidad de Madrid,Madrid,26.88
2022,3,Cuatro caminos-pablo iglesias,Regular,Comunidad de Madrid,Madrid,2.55
2022,3,El atazar,Desfavorable,Comunidad de Madrid,Madrid,2.18
2022,3,El atazar,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.37
2022,3,El atazar,Muy desfavorable,Comunidad de Madrid,Madrid,1.23
2022,3,El atazar,Razonablemente buena,Comunidad de Madrid,Madrid,87.04
2022,3,El atazar,Regular,Comunidad de Madrid,Madrid,5.18
2022,3,El pardo,Buena,Comunidad de Madrid,Madrid,27.42
2022,3,El pardo,Razonablemente buena,Comunidad de Madrid,Madrid,72.58
2022,3,Ensanche de vallecas,Buena,Comunidad de Madrid,Madrid,22.98
2022,3,Ensanche de vallecas,Razonablemente buena,Comunidad de Madrid,Madrid,76.75
2022,3,Ensanche de vallecas,Regular,Comunidad de Madrid,Madrid,0.27
2022,3,Escuelas aguirre,Buena,Comunidad de Madrid,Madrid,22.37
2022,3,Escuelas aguirre,Desfavorable,Comunidad de Madrid,Madrid,1.77
2022,3,Escuelas aguirre,Extremadamente desfavorable,Comunidad de Madrid,Madrid,3.82
2022,3,Escuelas aguirre,Muy desfavorable,Comunidad de Madrid,Madrid,1.5
2022,3,Escuelas aguirre,Razonablemente buena,Comunidad de Madrid,Madrid,68.49
2022,3,Escuelas aguirre,Regular,Comunidad de Madrid,Madrid,2.05
2022,3,Farolillo,Buena,Comunidad de Madrid,Madrid,13.84
2022,3,Farolillo,Desfavorable,Comunidad de Madrid,Madrid,3.23
2022,3,Farolillo,Extremadamente desfavorable,Comunidad de Madrid,Madrid,3.76
2022,3,Farolillo,Muy desfavorable,Comunidad de Madrid,Madrid,1.34
2022,3,Farolillo,Razonablemente buena,Comunidad de Madrid,Madrid,74.46
2022,3,Farolillo,Regular,Comunidad de Madrid,Madrid,3.36
2022,3,Fuenlabrada,Buena,Comunidad de Madrid,Madrid,11.99
2022,3,Fuenlabrada,Desfavorable,Comunidad de Madrid,Madrid,6.47
2022,3,Fuenlabrada,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.39
2022,3,Fuenlabrada,Muy desfavorable,Comunidad de Madrid,Madrid,1.08
2022,3,Fuenlabrada,Razonablemente buena,Comunidad de Madrid,Madrid,73.18
2022,3,Fuenlabrada,Regular,Comunidad de Madrid,Madrid,1.89
2022,3,Getafe,Buena,Comunidad de Madrid,Madrid,21.83
2022,3,Getafe,Desfavorable,Comunidad de Madrid,Madrid,6.74
2022,3,Getafe,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.26
2022,3,Getafe,Muy desfavorable,Comunidad de Madrid,Madrid,1.08
2022,3,Getafe,Razonablemente buena,Comunidad de Madrid,Madrid,62.26
2022,3,Getafe,Regular,Comunidad de Madrid,Madrid,2.83
2022,3,Guadalix de la sierra,Buena,Comunidad de Madrid,Madrid,18.87
2022,3,Guadalix de la sierra,Desfavorable,Comunidad de Madrid,Madrid,2.83
2022,3,Guadalix de la sierra,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.66
2022,3,Guadalix de la sierra,Muy desfavorable,Comunidad de Madrid,Madrid,0.94
2022,3,Guadalix de la sierra,Razonablemente buena,Comunidad de Madrid,Madrid,68.06
2022,3,Guadalix de la sierra,Regular,Comunidad de Madrid,Madrid,3.64
2022,3,Juan carlos i,Buena,Comunidad de Madrid,Madrid,23.39
2022,3,Juan carlos i,Razonablemente buena,Comunidad de Madrid,Madrid,76.61
2022,3,Leganés,Buena,Comunidad de Madrid,Madrid,12.8
2022,3,Leganés,Desfavorable,Comunidad de Madrid,Madrid,6.87
2022,3,Leganés,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.53
2022,3,Leganés,Muy desfavorable,Comunidad de Madrid,Madrid,1.08
2022,3,Leganés,Razonablemente buena,Comunidad de Madrid,Madrid,70.22
2022,3,Leganés,Regular,Comunidad de Madrid,Madrid,3.5
2022,3,Majadahonda,Buena,Comunidad de Madrid,Madrid,32.75
2022,3,Majadahonda,Desfavorable,Comunidad de Madrid,Madrid,4.72
2022,3,Majadahonda,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.99
2022,3,Majadahonda,Muy desfavorable,Comunidad de Madrid,Madrid,0.94
2022,3,Majadahonda,Razonablemente buena,Comunidad de Madrid,Madrid,54.45
2022,3,Majadahonda,Regular,Comunidad de Madrid,Madrid,2.16
2022,3,Mendez alvaro,Buena,Comunidad de Madrid,Madrid,54.19
2022,3,Mendez alvaro,Desfavorable,Comunidad de Madrid,Madrid,1.71
2022,3,Mendez alvaro,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.9
2022,3,Mendez alvaro,Muy desfavorable,Comunidad de Madrid,Madrid,0.93
2022,3,Mendez alvaro,Razonablemente buena,Comunidad de Madrid,Madrid,35.25
2022,3,Mendez alvaro,Regular,Comunidad de Madrid,Madrid,2.02
2022,3,Moratalaz,Buena,Comunidad de Madrid,Madrid,53.6
2022,3,Moratalaz,Desfavorable,Comunidad de Madrid,Madrid,6.65
2022,3,Moratalaz,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.7
2022,3,Moratalaz,Muy desfavorable,Comunidad de Madrid,Madrid,1.09
2022,3,Moratalaz,Razonablemente buena,Comunidad de Madrid,Madrid,29.85
2022,3,Moratalaz,Regular,Comunidad de Madrid,Madrid,3.12
2022,3,Móstoles,Buena,Comunidad de Madrid,Madrid,11.39
2022,3,Móstoles,Desfavorable,Comunidad de Madrid,Madrid,7.13
2022,3,Móstoles,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.49
2022,3,Móstoles,Muy desfavorable,Comunidad de Madrid,Madrid,1.1
2022,3,Móstoles,Razonablemente buena,Comunidad de Madrid,Madrid,72.98
2022,3,Móstoles,Regular,Comunidad de Madrid,Madrid,1.92
2022,3,Orusco de tajuña,Buena,Comunidad de Madrid,Madrid,0.41
2022,3,Orusco de tajuña,Desfavorable,Comunidad de Madrid,Madrid,6.59
2022,3,Orusco de tajuña,Extremadamente desfavorable,Comunidad de Madrid,Madrid,4.81
2022,3,Orusco de tajuña,Muy desfavorable,Comunidad de Madrid,Madrid,0.96
2022,3,Orusco de tajuña,Razonablemente buena,Comunidad de Madrid,Madrid,84.89
2022,3,Orusco de tajuña,Regular,Comunidad de Madrid,Madrid,2.34
2022,3,Plaza castilla-canal,Buena,Comunidad de Madrid,Madrid,47.98
2022,3,Plaza castilla-canal,Desfavorable,Comunidad de Madrid,Madrid,6.05
2022,3,Plaza castilla-canal,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.51
2022,3,Plaza castilla-canal,Muy desfavorable,Comunidad de Madrid,Madrid,0.94
2022,3,Plaza castilla-canal,Razonablemente buena,Comunidad de Madrid,Madrid,36.56
2022,3,Plaza castilla-canal,Regular,Comunidad de Madrid,Madrid,2.96
2022,3,Plaza de españa,Buena,Comunidad de Madrid,Madrid,84.85
2022,3,Plaza de españa,Razonablemente buena,Comunidad de Madrid,Madrid,15.15
2022,3,Plaza del carmen,Buena,Comunidad de Madrid,Madrid,11.37
2022,3,Plaza del carmen,Razonablemente buena,Comunidad de Madrid,Madrid,88.63
2022,3,Plaza elíptica,Buena,Comunidad de Madrid,Madrid,30.15
2022,3,Plaza elíptica,Desfavorable,Comunidad de Madrid,Madrid,2.15
2022,3,Plaza elíptica,Extremadamente desfavorable,Comunidad de Madrid,Madrid,1.21
2022,3,Plaza elíptica,Muy desfavorable,Comunidad de Madrid,Madrid,2.83
2022,3,Plaza elíptica,Razonablemente buena,Comunidad de Madrid,Madrid,62.72
2022,3,Plaza elíptica,Regular,Comunidad de Madrid,Madrid,0.94
2022,3,Puente de vallecas,Buena,Comunidad de Madrid,Madrid,53.9
2022,3,Puente de vallecas,Desfavorable,Comunidad de Madrid,Madrid,7.39
2022,3,Puente de vallecas,Extremadamente desfavorable,Comunidad de Madrid,Madrid,5.65
2022,3,Puente de vallecas,Muy desfavorable,Comunidad de Madrid,Madrid,1.08
2022,3,Puente de vallecas,Razonablemente buena,Comunidad de Madrid,Madrid,29.44
2022,3,Puente de vallecas,Regular,Comunidad de Madrid,Madrid,2.55
